timestamp_iso,timestamp,soil_raw,rain_raw,soil_pct,rain_pct,soil_smoothed,rain_smoothed,soil_status,rain_status,soil_trend,rain_trend,alerts
2026-04-26T08:05:58.959489+00:00,1777190758.9594889,591,866,8.53,17.87,15.48,17.89,dry,light,stable,stable,TOO_DRY
2026-04-26T08:06:01.045567+00:00,1777190761.0455673,564,865,16.47,18.0,15.48,17.9,dry,light,stable,stable,TOO_DRY
2026-04-26T08:06:02.997284+00:00,1777190762.9972837,336,871,83.53,17.2,23.86,17.8,dry,light,rising,stable,TOO_DRY
2026-04-26T08:06:04.999226+00:00,1777190764.9992263,252,875,100.0,16.67,34.3,17.65,low,light,rising,stable,
2026-04-26T08:06:07.203202+00:00,1777190767.2032022,270,875,100.0,16.67,44.74,17.5,low,light,rising,stable,
2026-04-26T08:06:09.006409+00:00,1777190769.006409,570,872,14.71,17.07,44.52,17.4,low,light,rising,stable,
2026-04-26T08:06:10.978118+00:00,1777190770.978118,570,873,14.71,16.93,44.3,17.29,low,light,rising,stable,
2026-04-26T08:06:13.026572+00:00,1777190773.026572,570,876,14.71,16.53,44.08,17.12,low,light,falling,stable,
2026-04-26T08:06:14.974310+00:00,1777190774.9743097,570,876,14.71,16.53,44.86,16.95,low,light,falling,stable,
2026-04-26T08:06:17.024255+00:00,1777190777.0242553,569,876,15.0,16.53,44.67,16.77,low,light,falling,stable,
2026-04-26T08:06:18.966838+00:00,1777190778.9668381,569,877,15.0,16.4,36.11,16.67,low,light,falling,stable,
2026-04-26T08:06:21.015223+00:00,1777190781.0152228,569,868,15.0,17.6,25.48,16.78,low,light,falling,stable,
2026-04-26T08:06:22.960360+00:00,1777190782.96036,569,871,15.0,17.2,14.86,16.85,dry,light,stable,stable,TOO_DRY
2026-04-26T08:06:29.103606+00:00,1777190789.1036062,569,867,15.0,17.73,15.0,17.73,dry,light,stable,stable,TOO_DRY
2026-04-26T08:06:45.897595+00:00,1777190805.8975952,595,868,7.35,17.6,11.18,17.66,dry,light,stable,stable,TOO_DRY
2026-04-26T08:06:47.762699+00:00,1777190807.7626991,568,850,15.29,20.0,12.55,18.44,dry,light,stable,stable,TOO_DRY
2026-04-26T08:06:49.891002+00:00,1777190809.8910017,568,849,15.29,20.13,13.23,18.87,dry,light,rising,stable,TOO_DRY
2026-04-26T08:06:51.839200+00:00,1777190811.8391995,567,848,15.59,20.27,13.7,19.15,dry,light,rising,stable,TOO_DRY
2026-04-26T08:06:53.786683+00:00,1777190813.7866828,568,848,15.29,20.27,13.97,19.33,dry,light,stable,stable,TOO_DRY
2026-04-26T08:06:55.830632+00:00,1777190815.8306317,568,849,15.29,20.13,14.16,19.45,dry,light,stable,stable,TOO_DRY
2026-04-26T08:06:57.776139+00:00,1777190817.7761395,568,849,15.29,20.13,14.3,19.53,dry,light,stable,stable,TOO_DRY
2026-04-26T08:06:59.825424+00:00,1777190819.8254237,568,846,15.29,20.53,14.33,19.88,dry,light,stable,stable,TOO_DRY
2026-04-26T08:07:01.872522+00:00,1777190821.8725224,568,862,15.29,18.4,15.33,19.98,dry,light,stable,stable,TOO_DRY
2026-04-26T08:38:53.101550+00:00,1777192733.1015503,564,818,16.47,24.27,16.47,24.27,dry,light,stable,stable,TOO_DRY
2026-04-26T08:38:55.149446+00:00,1777192735.1494465,565,818,16.18,24.27,16.32,24.27,dry,light,stable,stable,TOO_DRY
2026-04-26T08:38:57.106193+00:00,1777192737.106193,565,818,16.18,24.27,16.28,24.27,dry,light,stable,stable,TOO_DRY
2026-04-26T08:38:59.143653+00:00,1777192739.1436534,565,818,16.18,24.27,16.25,24.27,dry,light,stable,stable,TOO_DRY
