timestamp_iso,timestamp,soil_raw,rain_raw,soil_pct,rain_pct,soil_smoothed,rain_smoothed,soil_status,rain_status,soil_trend,rain_trend,alerts
2026-04-25T09:32:17.687900+00:00,1777109537.6878998,417,741,59.71,34.53,41.65,38.12,low,light,falling,stable,
2026-04-25T09:32:18.074739+00:00,1777109538.074739,429,736,56.18,35.2,42.5,37.95,low,light,rising,stable,
2026-04-25T09:32:18.076678+00:00,1777109538.076678,440,731,52.94,35.87,43.38,37.77,low,light,rising,stable,
2026-04-25T09:32:18.077505+00:00,1777109538.077505,452,726,49.41,36.53,44.27,37.58,low,light,rising,falling,
2026-04-25T09:32:18.078301+00:00,1777109538.078301,464,720,45.88,37.33,45.15,37.41,optimal,light,rising,stable,
2026-04-25T09:32:18.079073+00:00,1777109538.0790734,476,715,42.35,38.0,45.99,37.25,optimal,light,rising,stable,
2026-04-25T09:32:18.079811+00:00,1777109538.0798109,488,710,38.82,38.67,46.8,37.08,optimal,light,falling,stable,
2026-04-25T09:32:18.080632+00:00,1777109538.0806317,499,705,35.59,39.33,47.61,36.93,optimal,light,falling,stable,
2026-04-25T09:32:18.081429+00:00,1777109538.0814295,510,700,32.35,40.0,44.19,37.62,low,light,falling,stable,
2026-04-25T09:32:18.082708+00:00,1777109538.0827081,521,696,29.12,40.53,40.81,38.28,low,light,falling,stable,
2026-04-25T09:32:18.083455+00:00,1777109538.083455,532,691,25.88,41.2,37.42,38.95,low,light,falling,stable,
2026-04-25T09:32:19.019197+00:00,1777109539.0191965,429,736,56.18,35.2,38.27,38.78,low,light,falling,stable,
2026-04-25T09:32:19.460075+00:00,1777109539.4600747,440,731,52.94,35.87,39.15,38.6,low,light,rising,stable,
2026-04-25T09:32:19.461871+00:00,1777109539.4618711,452,726,49.41,36.53,40.04,38.42,low,light,rising,stable,
2026-04-25T09:32:19.462869+00:00,1777109539.4628692,464,720,45.88,37.33,40.92,38.25,low,light,rising,falling,
2026-04-25T09:32:19.464140+00:00,1777109539.4641402,476,715,42.35,38.0,41.76,38.08,low,light,rising,stable,
2026-04-25T09:32:19.465450+00:00,1777109539.46545,488,710,38.82,38.67,42.57,37.92,low,light,rising,stable,
2026-04-25T09:32:19.466143+00:00,1777109539.4661434,499,705,35.59,39.33,43.38,37.77,low,light,falling,stable,
2026-04-25T09:32:19.466891+00:00,1777109539.466891,510,700,32.35,40.0,44.19,37.62,low,light,falling,stable,
2026-04-25T09:32:19.467530+00:00,1777109539.4675305,521,696,29.12,40.53,40.81,38.28,low,light,falling,stable,
2026-04-25T09:32:19.468281+00:00,1777109539.468281,532,691,25.88,41.2,37.42,38.95,low,light,falling,stable,
2026-04-25T09:32:19.469377+00:00,1777109539.469377,542,686,22.94,41.87,34.12,39.62,low,light,falling,stable,
2026-04-25T09:32:20.241109+00:00,1777109540.241109,440,731,52.94,35.87,35.0,39.43,low,light,falling,stable,
2026-04-25T09:32:20.559378+00:00,1777109540.5593781,452,726,49.41,36.53,35.88,39.25,low,light,rising,stable,
2026-04-25T09:32:20.560893+00:00,1777109540.5608928,464,720,45.88,37.33,36.76,39.08,low,light,rising,stable,
2026-04-25T09:32:20.561946+00:00,1777109540.5619457,476,715,42.35,38.0,37.61,38.92,low,light,rising,falling,
2026-04-25T09:32:20.562791+00:00,1777109540.562791,488,710,38.82,38.67,38.42,38.75,low,light,rising,stable,
2026-04-25T09:32:20.564342+00:00,1777109540.5643423,499,705,35.59,39.33,39.23,38.6,low,light,stable,stable,
2026-04-25T09:32:20.565188+00:00,1777109540.5651882,510,700,32.35,40.0,40.04,38.45,low,light,falling,stable,
2026-04-25T09:32:20.565976+00:00,1777109540.5659764,521,696,29.12,40.53,40.81,38.28,low,light,falling,stable,
2026-04-25T09:32:20.566695+00:00,1777109540.5666947,532,691,25.88,41.2,37.42,38.95,low,light,falling,stable,
2026-04-25T09:32:20.567426+00:00,1777109540.567426,542,686,22.94,41.87,34.12,39.62,low,light,falling,stable,
2026-04-25T09:32:21.842774+00:00,1777109541.8427744,440,731,52.94,35.87,35.0,39.43,low,light,falling,stable,
2026-04-25T09:32:22.007455+00:00,1777109542.0074549,452,726,49.41,36.53,35.88,39.25,low,light,rising,stable,
2026-04-25T09:32:22.009513+00:00,1777109542.0095127,464,720,45.88,37.33,36.76,39.08,low,light,rising,stable,
2026-04-25T09:32:22.011080+00:00,1777109542.0110798,476,715,42.35,38.0,37.61,38.92,low,light,rising,falling,
2026-04-25T09:32:22.011918+00:00,1777109542.0119183,488,710,38.82,38.67,38.42,38.75,low,light,rising,stable,
2026-04-25T09:32:22.013081+00:00,1777109542.013081,499,705,35.59,39.33,39.23,38.6,low,light,stable,stable,
2026-04-25T09:32:22.013894+00:00,1777109542.0138938,510,700,32.35,40.0,40.04,38.45,low,light,falling,stable,
2026-04-25T09:32:22.015025+00:00,1777109542.0150247,521,696,29.12,40.53,40.81,38.28,low,light,falling,stable,
2026-04-25T09:32:22.015694+00:00,1777109542.0156944,532,691,25.88,41.2,37.42,38.95,low,light,falling,stable,
2026-04-25T09:32:22.016371+00:00,1777109542.0163708,542,686,22.94,41.87,34.12,39.62,low,light,falling,stable,
2026-04-25T09:32:22.016997+00:00,1777109542.016997,552,682,20.0,42.4,30.88,40.25,low,light,falling,stable,
2026-04-25T09:32:23.185528+00:00,1777109543.1855278,452,726,49.41,36.53,31.76,40.07,low,light,falling,stable,
2026-04-25T09:32:23.543990+00:00,1777109543.5439904,464,720,45.88,37.33,32.65,39.9,low,light,rising,stable,
2026-04-25T09:32:23.545635+00:00,1777109543.545635,476,715,42.35,38.0,33.49,39.73,low,light,rising,stable,
2026-04-25T09:32:23.546337+00:00,1777109543.5463374,488,710,38.82,38.67,34.3,39.57,low,light,rising,falling,
2026-04-25T09:32:23.547207+00:00,1777109543.5472066,499,705,35.59,39.33,35.11,39.42,low,light,rising,stable,
2026-04-25T09:32:23.547909+00:00,1777109543.5479085,510,700,32.35,40.0,35.92,39.27,low,light,stable,stable,
2026-04-25T09:32:23.548630+00:00,1777109543.5486302,521,696,29.12,40.53,36.69,39.1,low,light,falling,stable,
2026-04-25T09:32:23.549342+00:00,1777109543.5493422,532,691,25.88,41.2,37.42,38.95,low,light,falling,stable,
2026-04-25T09:32:23.550091+00:00,1777109543.5500906,542,686,22.94,41.87,34.12,39.62,low,light,falling,stable,
2026-04-25T09:32:23.550786+00:00,1777109543.5507858,552,682,20.0,42.4,30.88,40.25,low,light,falling,stable,
2026-04-25T09:32:23.551480+00:00,1777109543.5514798,561,677,17.35,43.07,27.76,40.88,low,light,falling,stable,
2026-04-25T09:32:24.369339+00:00,1777109544.3693395,464,720,45.88,37.33,28.64,40.72,low,light,falling,stable,
2026-04-25T09:32:24.469294+00:00,1777109544.4692943,476,715,42.35,38.0,29.48,40.55,low,light,rising,stable,
2026-04-25T09:32:24.471113+00:00,1777109544.4711132,488,710,38.82,38.67,30.29,40.38,low,light,rising,stable,
2026-04-25T09:32:24.471933+00:00,1777109544.471933,499,705,35.59,39.33,31.1,40.23,low,light,rising,falling,
2026-04-25T09:32:24.472784+00:00,1777109544.4727843,510,700,32.35,40.0,31.91,40.08,low,light,rising,stable,
2026-04-25T09:32:24.474150+00:00,1777109544.4741504,521,696,29.12,40.53,32.68,39.92,low,light,stable,stable,
2026-04-25T09:32:24.474951+00:00,1777109544.474951,532,691,25.88,41.2,33.42,39.77,low,light,falling,stable,
2026-04-25T09:32:24.476064+00:00,1777109544.4760642,542,686,22.94,41.87,34.12,39.62,low,light,falling,stable,
2026-04-25T09:32:24.477035+00:00,1777109544.4770353,552,682,20.0,42.4,30.88,40.25,low,light,falling,stable,
2026-04-25T09:32:24.477815+00:00,1777109544.4778152,561,677,17.35,43.07,27.76,40.88,low,light,falling,stable,
2026-04-25T09:32:24.478517+00:00,1777109544.4785168,570,673,14.71,43.6,24.74,41.5,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:25.946372+00:00,1777109545.9463723,476,715,42.35,38.0,25.59,41.33,low,light,falling,stable,
2026-04-25T09:32:26.028810+00:00,1777109546.02881,488,710,38.82,38.67,26.4,41.17,low,light,rising,stable,
2026-04-25T09:32:26.030262+00:00,1777109546.0302615,499,705,35.59,39.33,27.21,41.02,low,light,rising,stable,
2026-04-25T09:32:26.031152+00:00,1777109546.0311518,510,700,32.35,40.0,28.01,40.87,low,light,rising,falling,
2026-04-25T09:32:26.031998+00:00,1777109546.0319982,521,696,29.12,40.53,28.79,40.7,low,light,rising,stable,
2026-04-25T09:32:26.032774+00:00,1777109546.0327742,532,691,25.88,41.2,29.52,40.55,low,light,stable,stable,
2026-04-25T09:32:26.033604+00:00,1777109546.0336037,542,686,22.94,41.87,30.22,40.4,low,light,falling,stable,
2026-04-25T09:32:26.034897+00:00,1777109546.034897,552,682,20.0,42.4,30.88,40.25,low,light,falling,stable,
2026-04-25T09:32:26.035578+00:00,1777109546.0355778,561,677,17.35,43.07,27.76,40.88,low,light,falling,stable,
2026-04-25T09:32:26.036224+00:00,1777109546.036224,570,673,14.71,43.6,24.74,41.5,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:27.620758+00:00,1777109547.620758,476,715,42.35,38.0,25.59,41.33,low,light,falling,stable,
2026-04-25T09:32:27.728741+00:00,1777109547.7287407,488,710,38.82,38.67,26.4,41.17,low,light,rising,stable,
2026-04-25T09:32:27.730320+00:00,1777109547.73032,499,705,35.59,39.33,27.21,41.02,low,light,rising,stable,
2026-04-25T09:32:27.731183+00:00,1777109547.7311833,510,700,32.35,40.0,28.01,40.87,low,light,rising,falling,
2026-04-25T09:32:27.731932+00:00,1777109547.7319324,521,696,29.12,40.53,28.79,40.7,low,light,rising,stable,
2026-04-25T09:32:27.733091+00:00,1777109547.7330909,532,691,25.88,41.2,29.52,40.55,low,light,stable,stable,
2026-04-25T09:32:27.733791+00:00,1777109547.733791,542,686,22.94,41.87,30.22,40.4,low,light,falling,stable,
2026-04-25T09:32:27.735081+00:00,1777109547.7350814,552,682,20.0,42.4,30.88,40.25,low,light,falling,stable,
2026-04-25T09:32:27.735785+00:00,1777109547.7357852,561,677,17.35,43.07,27.76,40.88,low,light,falling,stable,
2026-04-25T09:32:27.736417+00:00,1777109547.7364166,570,673,14.71,43.6,24.74,41.5,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:27.737040+00:00,1777109547.7370403,578,668,12.35,44.27,21.84,42.12,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:28.992942+00:00,1777109548.9929419,488,710,38.82,38.67,22.65,41.95,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:29.050309+00:00,1777109549.0503092,499,705,35.59,39.33,23.46,41.8,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:29.052425+00:00,1777109549.0524254,510,700,32.35,40.0,24.26,41.65,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:29.053385+00:00,1777109549.0533855,521,696,29.12,40.53,25.04,41.48,low,light,rising,falling,
2026-04-25T09:32:29.054448+00:00,1777109549.054448,532,691,25.88,41.2,25.77,41.33,low,light,rising,stable,
2026-04-25T09:32:29.055426+00:00,1777109549.055426,542,686,22.94,41.87,26.47,41.18,low,light,stable,stable,
2026-04-25T09:32:29.056351+00:00,1777109549.0563514,552,682,20.0,42.4,27.13,41.03,low,light,falling,stable,
2026-04-25T09:32:29.057100+00:00,1777109549.0571003,561,677,17.35,43.07,27.76,40.88,low,light,falling,stable,
2026-04-25T09:32:29.057759+00:00,1777109549.0577588,570,673,14.71,43.6,24.74,41.5,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:29.058390+00:00,1777109549.05839,578,668,12.35,44.27,21.84,42.12,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:29.059008+00:00,1777109549.059008,585,664,10.29,44.8,19.08,42.72,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:30.530238+00:00,1777109550.530238,499,705,35.59,39.33,19.89,42.57,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:30.594641+00:00,1777109550.594641,510,700,32.35,40.0,20.7,42.42,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:30.596534+00:00,1777109550.5965335,521,696,29.12,40.53,21.47,42.25,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:30.597669+00:00,1777109550.5976686,532,691,25.88,41.2,22.21,42.1,dry,light,rising,falling,TOO_DRY
2026-04-25T09:32:30.598653+00:00,1777109550.598653,542,686,22.94,41.87,22.9,41.95,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:30.599435+00:00,1777109550.5994346,552,682,20.0,42.4,23.57,41.8,dry,light,stable,stable,TOO_DRY
2026-04-25T09:32:30.600216+00:00,1777109550.6002162,561,677,17.35,43.07,24.19,41.65,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:30.600922+00:00,1777109550.600922,570,673,14.71,43.6,24.74,41.5,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:30.601587+00:00,1777109550.6015866,578,668,12.35,44.27,21.84,42.12,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:30.602448+00:00,1777109550.602448,585,664,10.29,44.8,19.08,42.72,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:30.603178+00:00,1777109550.6031775,592,660,8.24,45.33,16.47,43.32,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:32.128095+00:00,1777109552.128095,510,700,32.35,40.0,17.28,43.17,dry,light,stable,stable,TOO_DRY
2026-04-25T09:32:32.335780+00:00,1777109552.3357801,521,696,29.12,40.53,18.05,43.0,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:32.337611+00:00,1777109552.3376114,532,691,25.88,41.2,18.79,42.85,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:32.338404+00:00,1777109552.3384044,542,686,22.94,41.87,19.48,42.7,dry,light,rising,falling,TOO_DRY
2026-04-25T09:32:32.339525+00:00,1777109552.3395247,552,682,20.0,42.4,20.15,42.55,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:32.341138+00:00,1777109552.3411384,561,677,17.35,43.07,20.77,42.4,dry,light,stable,stable,TOO_DRY
2026-04-25T09:32:32.341958+00:00,1777109552.3419576,570,673,14.71,43.6,21.32,42.25,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:32.343640+00:00,1777109552.3436403,578,668,12.35,44.27,21.84,42.12,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:32.344745+00:00,1777109552.3447447,585,664,10.29,44.8,19.08,42.72,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:32.345613+00:00,1777109552.3456125,592,660,8.24,45.33,16.47,43.32,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:33.512141+00:00,1777109553.5121408,510,700,32.35,40.0,17.28,43.17,dry,light,stable,stable,TOO_DRY
2026-04-25T09:32:33.565866+00:00,1777109553.5658665,521,696,29.12,40.53,18.05,43.0,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:33.567799+00:00,1777109553.5677989,532,691,25.88,41.2,18.79,42.85,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:33.568785+00:00,1777109553.5687847,542,686,22.94,41.87,19.48,42.7,dry,light,rising,falling,TOO_DRY
2026-04-25T09:32:33.569863+00:00,1777109553.5698626,552,682,20.0,42.4,20.15,42.55,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:33.570679+00:00,1777109553.5706792,561,677,17.35,43.07,20.77,42.4,dry,light,stable,stable,TOO_DRY
2026-04-25T09:32:33.571556+00:00,1777109553.5715556,570,673,14.71,43.6,21.32,42.25,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:33.572602+00:00,1777109553.572602,578,668,12.35,44.27,21.84,42.12,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:33.573272+00:00,1777109553.5732718,585,664,10.29,44.8,19.08,42.72,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:33.573915+00:00,1777109553.5739145,592,660,8.24,45.33,16.47,43.32,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:33.574578+00:00,1777109553.5745778,598,656,6.47,45.87,14.04,43.9,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:34.707368+00:00,1777109554.7073681,521,696,29.12,40.53,14.82,43.73,dry,light,stable,stable,TOO_DRY
2026-04-25T09:32:34.922406+00:00,1777109554.9224064,532,691,25.88,41.2,15.55,43.58,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:34.924549+00:00,1777109554.924549,542,686,22.94,41.87,16.25,43.43,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:34.926708+00:00,1777109554.9267085,552,682,20.0,42.4,16.91,43.28,dry,light,rising,falling,TOO_DRY
2026-04-25T09:32:34.928067+00:00,1777109554.9280674,561,677,17.35,43.07,17.54,43.13,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:34.929518+00:00,1777109554.9295177,570,673,14.71,43.6,18.09,42.98,dry,light,stable,stable,TOO_DRY
2026-04-25T09:32:34.930558+00:00,1777109554.9305582,578,668,12.35,44.27,18.6,42.85,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:34.931827+00:00,1777109554.9318273,585,664,10.29,44.8,19.08,42.72,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:34.932928+00:00,1777109554.932928,592,660,8.24,45.33,16.47,43.32,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:34.933583+00:00,1777109554.9335825,598,656,6.47,45.87,14.04,43.9,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:34.934229+00:00,1777109554.934229,604,652,4.71,46.4,11.77,44.47,dry,light,falling,stable,TOO_DRY
2026-04-25T09:32:36.175016+00:00,1777109556.1750157,335,695,83.82,40.67,19.74,44.25,dry,light,rising,stable,TOO_DRY
2026-04-25T09:32:36.273836+00:00,1777109556.2738361,532,691,25.88,41.2,20.81,44.02,dry,light,rising,stable,TOO_DRY
